,exp,learning_rate,seq_len,pred_len,loss_pred_len,width,hidden_units,include_affine,affine_in_first_layer,n_hidden_layers,n_integral_layers,use_revin,val_loss,val_loss_norm,train_loss,epoch,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_nmse,val_nmse,test_nmse,train_nmae,val_nmae,test_nmae
17,102,0.001,24,24,24,32,32,True,False,3,3,False,0.37045466899871826,0.015435611208279928,0.3192775547504425,39.0,369676.45079861477,433458.37130914134,1016199.1101625165,459.8649703248426,554.7406819661459,896.7741292317709,0.01191787915676181,0.014286753931876105,0.04167222434170649,0.08389448745629496,0.10162256869770969,0.18308673789390348
18,123,0.005,24,12,12,32,64,True,False,3,3,False,0.2220223993062973,0.01850186660885811,0.24639042218526205,8.0,822680.2749667469,513942.84116981155,791059.569376663,660.5894133868427,567.0218163934792,765.6845293728533,0.026522122468240292,0.016939515747881766,0.03243971728871721,0.12051322416664155,0.10387234137095966,0.15632329052444516
19,69,0.005,24,24,24,5,32,True,False,3,3,False,0.40687447786331177,0.016953103244304657,0.3001662343740463,21.0,386379.6354246137,476072.2004159093,993912.2573927045,478.9663347008478,568.2244466145834,871.1984456380209,0.012456367706615857,0.01569130239798292,0.04075828659150943,0.08737920422632618,0.104092650384225,0.1778651683526438
20,237,0.005,24,5,5,32,32,True,False,3,3,False,0.07267136499285698,0.014534272998571397,0.13546170790990195,6.0,704277.307644431,538809.0182693064,988485.1892411787,674.1138173204787,570.7226650661893,885.7208767361111,0.022704967620261897,0.017759102995381405,0.04053573374801014,0.12298052002386417,0.10455029732535144,0.18083008945079818
21,220,0.005,10,10,10,32,32,True,False,3,3,False,0.3502505421638489,0.03502505421638489,0.6955123171210289,8.0,679679.597461368,531893.9854224474,1005395.2907558685,676.0972021916369,575.888327115175,895.451015331127,0.01907622595476803,0.017531184054940745,0.04122918204659061,0.11531204356029384,0.10549659144710515,0.18281660899518237
22,101,0.005,10,5,5,32,64,True,False,3,3,False,0.16901027411222458,0.033802054822444916,0.4096735194325447,7.0,1045905.2823648498,518944.52269419265,898699.5703730984,840.5026217768102,576.260353257921,842.4152103000218,0.029354898349455566,0.017104370778755033,0.036853811165406,0.14335227925909552,0.1055647426634799,0.17198874028420563
23,39,0.005,10,5,5,32,64,True,False,3,3,False,0.16901027411222458,0.033802054822444916,0.4096735194325447,7.0,1045905.2823648498,518944.52269419265,898699.5703730984,840.5026217768102,576.260353257921,842.4152103000218,0.029354898349455566,0.017104370778755033,0.036853811165406,0.14335227925909552,0.1055647426634799,0.17198874028420563
24,83,0.001,10,5,5,32,64,True,False,3,3,False,0.17188669741153717,0.03437733948230744,0.4476711079478264,2.0,845828.9029139432,552138.7896339212,1212267.0160918625,773.6977160177596,577.2415378146701,985.9624972873265,0.023739455077547822,0.01819845121440242,0.04971256375982468,0.13195834037285611,0.1057444851959186,0.20129556755691025
25,185,0.001,10,5,5,32,64,True,False,3,3,False,0.17188669741153717,0.03437733948230744,0.4476711079478264,2.0,845828.9029139432,552138.7896339212,1212267.0160918625,773.6977160177596,577.2415378146701,985.9624972873265,0.023739455077547822,0.01819845121440242,0.04971256375982468,0.13195834037285611,0.1057444851959186,0.20129556755691025
26,18,0.005,10,10,10,32,64,True,False,3,3,False,0.361531525850296,0.0361531525850296,0.6991822272539139,4.0,609214.3773175082,482692.26124010485,761101.484773157,570.5895600469045,579.4098151958809,764.3365577576651,0.01709851400572995,0.015909499083684674,0.031211198182608695,0.09731714314139106,0.10614169045648615,0.15604808663781006
27,132,0.001,24,24,24,5,64,True,False,3,3,False,0.40082356333732605,0.01670098180572192,0.25311755388975143,98.0,296323.6578038872,468992.25420987606,1800178.2512597542,424.72702264607756,581.6317952473959,1208.723653157552,0.009553082262522088,0.015457947926154353,0.07382158790668507,0.07748417073072711,0.10654873347274685,0.24677481592984607
28,118,0.001,24,5,5,5,64,True,False,3,3,False,0.07418894022703171,0.014837788045406341,0.14898245533307394,5.0,804229.8498656114,506474.2330375142,912162.8361563343,683.5050788175976,582.0011620415581,849.1571434868707,0.02592730519959581,0.01669335100943762,0.03740591185756396,0.12469379483432055,0.10661639752486102,0.17336518337510548
29,93,0.001,48,5,5,5,64,True,False,3,3,False,0.03612161614000797,0.0072243232280015945,0.06440903432667255,6.0,688331.7409113742,544882.5619861679,1082627.4477206178,698.8197131170745,582.116502210829,931.7393029106988,0.028070278771193214,0.017959286520076577,0.044396313112976024,0.14170217654507367,0.10663752661211995,0.1902252796739309
30,111,0.001,10,5,5,10,32,True,False,3,3,False,0.1730061173439026,0.034601223468780515,0.3237661272287369,7.0,618262.6448067426,520575.3330256779,886902.7014361965,603.9315969998719,582.5137427435981,833.7516950819228,0.01735246718568196,0.0171581221594127,0.036370045962354734,0.10300380832066765,0.10671029683547505,0.17021998415234132
31,154,0.001,10,5,5,10,32,True,False,3,3,False,0.1730061173439026,0.034601223468780515,0.3237661272287369,7.0,618262.6448067426,520575.3330256779,886902.7014361965,603.9315969998719,582.5137427435981,833.7516950819228,0.01735246718568196,0.0171581221594127,0.036370045962354734,0.10300380832066765,0.10671029683547505,0.17021998415234132
32,219,0.001,10,5,5,5,32,True,False,3,3,False,0.17475824058055878,0.034951648116111754,0.3001520596444607,7.0,594515.323418754,530422.0957019415,900837.6760088409,573.0819962965334,582.8596828884548,842.2195139567057,0.01668596304121481,0.017482670685160354,0.036941490456627465,0.09774224165748727,0.1067736693756165,0.17194878662815377
33,4,0.001,10,5,5,5,32,True,False,3,3,False,0.17475824058055878,0.034951648116111754,0.3001520596444607,7.0,594515.323418754,530422.0957019415,900837.6760088409,573.0819962965334,582.8596828884548,842.2195139567057,0.01668596304121481,0.017482670685160354,0.036941490456627465,0.09774224165748727,0.1067736693756165,0.17194878662815377
34,264,0.001,10,10,10,5,32,True,False,3,3,False,0.3521869480609894,0.03521869480609894,0.855803519487381,6.0,905784.2646691606,544380.4452853255,971774.461575678,808.8925974694756,583.5192202129061,877.6731986474738,0.025422192108811133,0.01794273679298663,0.039850461358745266,0.1379610182273184,0.10689448957006341,0.17918706354177572
35,87,0.005,10,5,5,10,64,True,False,3,3,False,0.1732916533946991,0.03465833067893982,0.4591156914830208,9.0,922179.5713402242,556072.4090877271,1114488.9932692738,817.1947252283984,584.1919728597005,945.0400190565321,0.025882350948098203,0.018328103003173814,0.04570288921671297,0.1393769911298489,0.10701773067043326,0.1929407736332398
36,279,0.005,10,5,5,10,64,True,False,3,3,False,0.1732916533946991,0.03465833067893982,0.4591156914830208,9.0,922179.5713402242,556072.4090877271,1114488.9932692738,817.1947252283984,584.1919728597005,945.0400190565321,0.025882350948098203,0.018328103003173814,0.04570288921671297,0.1393769911298489,0.10701773067043326,0.1929407736332398
37,27,0.001,10,10,10,10,64,True,False,3,3,False,0.35854440927505493,0.03585444092750549,0.8661530315876007,4.0,873266.8956484443,545341.1388899474,994404.0058501227,788.1660548634743,585.0488208427631,890.315690257562,0.02450954344139396,0.01797440117886919,0.040778452178973815,0.13442599400877406,0.10717469607039934,0.1817681734024326
38,142,0.001,24,5,5,32,32,True,False,3,3,False,0.07290010526776314,0.014580021053552628,0.17197693387667337,3.0,918037.5246182869,554471.9386886038,1071235.591198116,768.9993936308731,585.6266455756293,926.4159559461805,0.029596313901351937,0.01827535162430791,0.04392915663160664,0.14029076826028147,0.10728054739070057,0.18913845725271988
39,159,0.005,10,10,10,10,32,True,False,3,3,False,0.35411444306373596,0.03541144430637359,0.6392612010240555,5.0,698944.6437921906,523334.71666137734,859115.9185787343,679.9121420700228,586.4394309957191,820.1973463108931,0.019616928336020155,0.017249071227688435,0.035230567451312485,0.11596270224074737,0.1074294409996871,0.1674527081796391
40,187,0.001,48,5,5,32,32,True,False,3,3,False,0.03709735441952944,0.007419470883905888,0.06297993659973145,4.0,598776.0652808619,536497.5718005596,926953.1573101776,638.8327682716258,587.2453711615668,857.0736796061198,0.024418183958359783,0.01768291790100671,0.038012432346555804,0.12953840885315496,0.10757708063119892,0.1749814351449176
41,169,0.001,10,5,5,10,64,True,False,3,3,False,0.17573188245296478,0.035146376490592955,0.3315223269164562,5.0,583661.2702021261,513606.7861504594,811792.4045418476,568.4884312030397,588.2557318793403,794.180361260308,0.01638132778004348,0.016928439400793218,0.0332899279901466,0.0969587842249747,0.1077621679247565,0.16214104187763878
42,106,0.001,10,5,5,10,64,True,False,3,3,False,0.17573188245296478,0.035146376490592955,0.3315223269164562,5.0,583661.2702021261,513606.7861504594,811792.4045418476,568.4884312030397,588.2557318793403,794.180361260308,0.01638132778004348,0.016928439400793218,0.0332899279901466,0.0969587842249747,0.1077621679247565,0.16214104187763878
43,47,0.001,10,10,10,32,32,True,False,3,3,False,0.34762218594551086,0.034762218594551086,0.9456781893968582,3.0,1025582.6931166907,573300.2201798247,1308785.0331783153,868.8670182946012,588.7957837140119,1023.6395649662724,0.02878451444219718,0.018895930305976336,0.05367056807297555,0.14818998087392024,0.10786109965349636,0.208987773643024
44,97,0.005,10,10,10,10,64,True,False,3,3,False,0.3560747504234314,0.03560747504234314,0.9273443222045898,6.0,1069367.082127964,557149.6548414762,1022149.6774048944,870.3167472432374,589.7951146685888,904.6369114951482,0.030013388901854596,0.018363608938753023,0.04191624480049741,0.14843724000638503,0.1080441664122264,0.18469201519667874
45,209,0.001,10,10,10,10,32,True,False,3,3,False,0.365766704082489,0.0365766704082489,0.8684868812561035,6.0,981605.9157860173,569491.8050860865,1059482.1001258446,835.5627083041102,590.4865493612946,919.0121793070799,0.02755024031618867,0.018770405243095787,0.043447170265092684,0.14250975023264556,0.10817082986389617,0.18762689121980003
46,194,0.005,48,5,5,32,64,True,False,3,3,False,0.037272531539201736,0.0074545063078403475,0.09572719037532806,0.0,586671.5137944459,541943.8476127548,883885.667980134,632.0827180281929,591.6524898952908,834.575106133355,0.023924558407729092,0.01786242672474671,0.03624632365855606,0.12816967698522208,0.10838441771830327,0.17038809297533075
47,207,0.001,24,5,5,10,64,True,False,3,3,False,0.07460347190499306,0.014920694380998611,0.15969992677370706,4.0,932124.2072342634,546012.1918896093,890989.0979332607,761.7328725828347,591.6933166503906,838.3085964626734,0.030050449891821946,0.017996519033122327,0.036537620633373284,0.13896511595307284,0.10839189674383665,0.17115032790503254
48,261,0.001,48,5,5,32,64,True,False,3,3,False,0.03697064984589815,0.00739412996917963,0.06721033900976181,3.0,649220.1802082706,552511.3956274465,955312.712478276,676.0606657608695,591.8878302680122,871.5458875868054,0.02647530305402093,0.01821073227873383,0.0391753990657522,0.13708724298505492,0.10842752956131695,0.17793610261684356
49,64,0.001,24,5,5,10,32,True,False,3,3,False,0.07488790526986122,0.014977581053972244,0.16127368807792664,7.0,955208.9325436652,552370.2006012889,893452.5520847263,774.8116678440823,594.197026570638,839.7122016059029,0.030794670861294424,0.018206078501742457,0.03663864179451066,0.14135111814022164,0.10885054966337321,0.17143689001536586
50,151,0.005,48,5,5,5,64,True,False,3,3,False,0.03879195265471935,0.007758390530943871,0.06890114396810532,1.0,410107.72565027105,494034.4620532219,830492.3435994502,492.4528681216032,594.5534790039063,804.4798431396484,0.016724258814479594,0.016283337133169155,0.034056773825565635,0.09985643213674578,0.10891584794248786,0.16424379939240027
51,144,0.005,10,10,10,5,64,True,False,3,3,False,0.3615216612815857,0.03615216612815857,0.7269961088895798,7.0,645139.8826607094,571409.2149827544,1023838.8546858797,590.5061076449877,595.9110344134941,904.908284182271,0.018106817123884216,0.018833602922950266,0.04198551446812669,0.10071401831962891,0.10916453759579187,0.18474741904745817
52,98,0.005,48,5,5,32,32,True,False,3,3,False,0.037121604196727276,0.007424320839345455,0.10488962009549141,0.0,718935.1323503368,571097.67188207,1039423.7413601245,722.0009885926177,596.2156633165147,912.25695699056,0.029318289981453867,0.018823334486779083,0.04262461844620963,0.1464027268133588,0.1092203423576038,0.18624773500045277
53,96,0.005,48,5,5,10,64,True,False,3,3,False,0.0376007966697216,0.00752015933394432,0.0755983404815197,0.0,590351.8720284463,547169.5824862719,847536.3390523469,635.8090516021286,596.9286244710287,814.7623277452258,0.024074644006672218,0.01803466653643999,0.03475571283770327,0.12892527899250436,0.10935094922718944,0.16634308671851009
54,234,0.001,48,5,5,10,32,True,False,3,3,False,0.037379609420895576,0.007475921884179115,0.05854174867272377,7.0,640489.3271450016,558885.5766860723,894699.606603683,671.7715378028759,597.185792711046,840.4559705946181,0.026119257466072604,0.018420824786641275,0.03668978092183384,0.1362175211444717,0.10939805970238553,0.17158873899656601
55,246,0.001,48,5,5,10,64,True,False,3,3,False,0.03729919623583555,0.007459839247167111,0.0607047975063324,3.0,659708.6388746029,561147.5686282174,919133.3988990659,684.5456797724183,597.3438968234592,853.1912000868056,0.02690302408030147,0.018495379863696797,0.037691760222808644,0.13880777967124666,0.10942702268733943,0.17418878236094393
56,146,0.001,48,5,5,5,32,True,False,3,3,False,0.037434679456055164,0.007486935891211033,0.05920271947979927,2.0,651178.0753757439,561242.7990214996,897880.587001978,679.0264375990715,598.3151560465495,842.1055175781249,0.02655514633290704,0.01849851864999258,0.03682022635074503,0.1376886231646935,0.1096049470046474,0.17192551295822314
57,270,0.005,10,5,5,5,32,True,False,3,3,False,0.18158332258462906,0.03631666451692581,0.46230047196149826,1.0,748910.5299274361,593705.8166605649,1154975.1766450307,641.0284609268272,599.1669633653428,961.8132809109158,0.021019295771362117,0.01956849716602568,0.04736314388482048,0.10933087959862696,0.10976098900875006,0.19636522768098327
58,37,0.005,10,5,5,5,32,True,False,3,3,False,0.18158332258462906,0.03631666451692581,0.46230047196149826,1.0,748910.5299274361,593705.8166605649,1154975.1766450307,641.0284609268272,599.1669633653428,961.8132809109158,0.021019295771362117,0.01956849716602568,0.04736314388482048,0.10933087959862696,0.10976098900875006,0.19636522768098327
59,70,0.001,24,12,12,10,64,True,False,3,3,False,0.18064433336257935,0.015053694446881613,0.360832820336024,2.0,978235.315275754,566742.0386736728,925522.5143470545,790.2319798201369,599.2305725765549,856.2087973003378,0.03153701094334601,0.018679773157745487,0.037953764636737976,0.14416428994744457,0.10977264153694269,0.17480485948905716
60,182,0.001,24,5,5,5,32,True,False,3,3,False,0.07478211261332035,0.01495642252266407,0.165008378525575,3.0,981089.0158901613,568222.2575320128,932994.8217835195,791.5072523617575,599.8708540174697,860.267763264974,0.03162901047157836,0.01872856105525582,0.038260188514429395,0.1443969415803158,0.10988993425916493,0.17563354400778233
61,109,0.005,24,5,5,10,32,True,False,3,3,False,0.07502583786845207,0.015005167573690414,0.18527248005072275,1.0,986656.0112627391,579349.0427038696,1000928.5623763455,801.3377283840315,601.4272508409288,893.9462877061633,0.03180848302919815,0.019095299022094607,0.04104601075147386,0.14619034355819965,0.11017504953600436,0.18250940156881576
62,135,0.001,24,12,12,5,64,True,False,3,3,False,0.1855546236038208,0.0154628853003184,0.3712873160839081,4.0,924523.2331120025,587119.5208249359,1010083.205180686,767.6037572695756,603.2484503272177,896.5532582402747,0.02980540455321008,0.019351413371699645,0.04142142372408477,0.14003615831005256,0.1105086738327689,0.18304164454429597
63,114,0.005,24,12,12,10,32,True,False,3,3,False,0.18171004951000214,0.015142504125833511,0.43971829613049823,0.0,986786.309925814,576669.1952891202,941263.2834045269,795.903869853026,603.4798886569318,864.4100890643555,0.031812683685521974,0.01900697146142513,0.03859926102904349,0.14519902913812824,0.1105510708631747,0.17647924739415477
64,184,0.001,24,12,12,5,32,True,False,3,3,False,0.18160663545131683,0.015133886287609736,0.3684159020582835,1.0,992551.585019358,580778.902427236,959199.5322734034,800.4386692653916,604.2679790950039,873.3889376186647,0.03199854851873467,0.01914242708646475,0.0393347895088834,0.14602632562072135,0.1106954406151805,0.1783123824481958
65,14,0.005,48,5,5,10,32,True,False,3,3,False,0.03861481323838234,0.007722962647676468,0.0668758824467659,1.0,523076.4363486696,541060.7823857364,764640.0034555771,584.6693486752717,605.2496731228299,766.3112677680123,0.02133114095175795,0.017833320964103293,0.03135630551728009,0.11855549823706356,0.11087527647727971,0.15645124636587962
66,60,0.001,24,12,12,10,32,True,False,3,3,False,0.18220843374729156,0.01518403614560763,0.37151909867922467,4.0,990472.4634993632,583850.0930713917,968276.7749408832,800.727675500838,605.3231551155212,877.8573971600185,0.03193152039461696,0.019243653289291132,0.03970702846191971,0.14607904985839773,0.110888737593605,0.1792246697836235
67,287,0.001,10,10,10,32,64,True,False,3,3,False,0.3649704158306122,0.03649704158306122,0.9659507125616074,2.0,1021974.0057279142,610939.1349253213,1288820.9593548414,869.2740459298207,605.3966162060934,1016.7506175126979,0.02868323122539099,0.020136505984807235,0.052851882684623715,0.14825940164396711,0.11090219488088529,0.20758131590111978
68,34,0.001,24,24,24,5,32,True,False,3,3,False,0.46121883392333984,0.019217451413472492,0.6020179092884064,4.0,964143.1989833651,539658.9195817014,735533.2729790112,754.2758385714484,606.2713419596354,747.2564900716146,0.031082699778345085,0.017787115675999138,0.030162698683596622,0.13760470781872963,0.11106243529748124,0.1525609946558804
69,42,0.005,48,5,5,5,32,True,False,3,3,False,0.03881821595132351,0.007763643190264702,0.06657306477427483,0.0,517274.57415388006,541472.5905601535,755820.9627638664,579.9125346750452,607.0853373209635,760.8180423312716,0.021094540081101953,0.017846894129243153,0.030994654893393172,0.11759094202234892,0.11121155055478128,0.15532974130351768
70,6,0.005,10,10,10,5,32,True,False,3,3,False,0.3706267178058624,0.03706267178058624,0.9969003051519394,1.0,867663.8677477263,607476.2538873862,1130051.6956511594,795.9058866605578,608.970071096269,950.582198135941,0.02435228607091501,0.020022369697313424,0.04634108346283609,0.13574606428630445,0.11155681365479232,0.1940722731439829
71,40,0.005,10,5,5,32,32,True,False,3,3,False,0.16702935099601746,0.03340587019920349,0.21821912750601768,7.0,438599.68240274175,511219.821401309,642907.5589823121,505.39795495538766,609.0859700520833,686.1188344319661,0.012309957039250035,0.016849765229817633,0.02636430967215192,0.08619836143114269,0.11157804510577857,0.14007904009377337
72,218,0.005,10,5,5,32,32,True,False,3,3,False,0.16702935099601746,0.03340587019920349,0.21821912750601768,7.0,438599.68240274175,511219.821401309,642907.5589823121,505.39795495538766,609.0859700520833,686.1188344319661,0.012309957039250035,0.016849765229817633,0.02636430967215192,0.08619836143114269,0.11157804510577857,0.14007904009377337
73,23,0.005,24,5,5,5,64,True,False,3,3,False,0.07863280922174454,0.015726561844348907,0.10747759665052097,3.0,588016.3256678187,519587.51818881585,717750.7325156239,577.4786943151595,609.2412289089626,735.7446990966797,0.01895686754288223,0.017125563859842017,0.029433473467647322,0.10535109695847938,0.11160648687030397,0.1502107303159369
