,exp,learning_rate,seq_len,pred_len,loss_pred_len,width,hidden_units,include_affine,affine_in_first_layer,n_hidden_layers,n_integral_layers,use_revin,val_loss,val_loss_norm,train_loss,epoch,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_nmse,val_nmse,test_nmse,train_nmae,val_nmae,test_nmae
0,227,0.005,48,5,5,10,64,True,False,3,3,True,0.06506949756294489,0.013013899512588977,0.05825555770687999,21.0,13.081276705959468,19.288198332867694,55.47440308589208,2.8081992110019605,3.3863625418096497,6.031932141339338,0.001516379261004628,0.002313293506273183,0.006330821333669325,0.03028598916450778,0.03713234365688409,0.0645953848920743
1,161,0.001,96,48,48,32,64,True,False,3,3,False,0.3721527026759254,0.007753181305748445,0.4138252246379852,25.0,19.289991636083734,20.18704351270437,50.10460130968958,3.4528642693369465,3.470850340389993,5.858490684863912,0.0022364827856580496,0.002421094799155886,0.0057180115736486055,0.03724276855272224,0.038058774283541805,0.06273801690868971
2,223,0.005,96,96,96,5,64,True,False,3,3,False,0.741426557302475,0.007723193305234115,1.1827600733800367,1.0,30.668085428117557,20.057000020450218,48.79967424095386,4.340382749084948,3.4855531183184847,5.846475028862642,0.0035556596613952863,0.0024054982794098193,0.005569091357006642,0.04681558773969422,0.03821999405726982,0.06260934239678441
3,153,0.001,96,96,96,5,32,True,False,3,3,False,0.7386004626750946,0.007693754819532235,0.9575094147162004,3.0,27.768893254329093,21.148469770431344,45.38426741182853,4.153525472581025,3.550014178068737,5.598099648600607,0.00321952714711967,0.002536401634992931,0.005179320053230587,0.04480013570961371,0.0389268262979354,0.0599495141842311
4,175,0.001,96,96,96,10,32,True,False,3,3,False,0.7437535226345062,0.007747432527442773,0.9600897350094535,3.0,28.60315365146309,20.735702937634912,45.28289788190492,4.27259895122629,3.5531504627215846,5.56768444403173,0.003316251347531258,0.0024868972273010084,0.005167751611806697,0.04608446826949296,0.03896121647267231,0.059623800664970326
5,47,0.001,10,10,10,32,32,True,False,3,3,False,0.7031319988044825,0.07031319988044825,0.9862744293429635,0.0,19.478918244307142,20.611692305109905,47.101656737236304,3.4894414728861576,3.5638242125690875,5.826025507773882,0.0022521276591228666,0.002472024247151272,0.00537531107566076,0.03758099481176264,0.039078256908405835,0.06239035042959465
6,123,0.005,24,12,12,32,64,True,False,3,3,False,0.35650530559095467,0.029708775465912888,0.4939147690311074,4.0,20.72822282571711,20.914911534094692,48.59696693486606,3.5836486693324363,3.578995889418311,5.948320161220985,0.0024023115046761558,0.0025083902706275235,0.005545958097945083,0.03864244813386376,0.03924461828042701,0.06369999218692124
7,247,0.001,10,5,5,5,64,True,False,3,3,False,0.2839322201907635,0.056786444038152695,0.19969266128133645,29.0,8.254881085940108,20.54356711022325,44.494243623599864,2.246009047915931,3.5857824492498933,5.514801232373273,0.0009544188123408389,0.0024638537810338455,0.005077749215645059,0.0241893308808204,0.03931903466934078,0.0590574794048229
8,198,0.001,10,5,5,5,64,True,False,3,3,False,0.2839322201907635,0.056786444038152695,0.19969266128133645,29.0,8.254881085940108,20.54356711022325,44.494243623599864,2.246009047915931,3.5857824492498933,5.514801232373273,0.0009544188123408389,0.0024638537810338455,0.005077749215645059,0.0241893308808204,0.03931903466934078,0.0590574794048229
9,96,0.005,48,5,5,10,64,True,False,3,3,False,0.06837646176361224,0.013675292352722449,0.050351532116051645,23.0,11.002938703592555,21.192916196013023,45.27815497069791,2.6394817741760295,3.5914370417816897,5.523172574926305,0.001275458690712646,0.0025417322327968713,0.005167210343730202,0.02846639800318468,0.03938103874319228,0.059147127312260475
