,exp,learning_rate,seq_len,pred_len,loss_pred_len,width,hidden_units,include_affine,affine_in_first_layer,n_hidden_layers,n_integral_layers,use_revin,val_loss,val_loss_norm,train_loss,epoch,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_nmse,val_nmse,test_nmse,train_nmae,val_nmae,test_nmae
0,55,0.005,10,5,5,10,64,True,False,3,3,True,0.051441353745758533,0.010288270749151706,0.016969141736626624,44.0,67.69473500852988,177.87859469251873,707.4189351251788,6.880710101545899,10.124033662642553,22.46849174061041,0.0014512228907437273,0.001337304057059487,0.0035374893267789125,0.03301350831739,0.028079282100793704,0.051028763224036246
1,265,0.005,10,5,5,10,64,True,False,3,3,True,0.051441353745758533,0.010288270749151706,0.016969141736626624,44.0,67.69473500852988,177.87859469251873,707.4189351251788,6.880710101545899,10.124033662642553,22.46849174061041,0.0014512228907437273,0.001337304057059487,0.0035374893267789125,0.03301350831739,0.028079282100793704,0.051028763224036246
2,84,0.005,10,10,10,32,64,True,False,3,3,True,0.14913597702980042,0.014913597702980041,0.06556386947631836,30.0,156.91680737350487,177.6260881144266,842.8983700165101,10.437084589665796,11.00528994781043,22.61046836531482,0.0033639434850311527,0.001335405694460544,0.0042149620817898,0.050076921396938506,0.030523470322493813,0.05135120994849949
3,57,0.005,24,5,5,32,32,True,False,3,3,True,0.015751069877296686,0.0031502139754593372,0.006082621344830841,98.0,66.20822250426639,226.90516867845236,1167.9088512681733,6.1806847808181615,12.048969295107087,29.645015304390046,0.001250610017324219,0.0017058893632816842,0.005840195803185159,0.027485471933754533,0.033418143314707646,0.06732754847119761
4,143,0.001,24,5,5,10,64,True,False,3,3,True,0.020138902589678764,0.004027780517935753,0.008929673174861819,88.0,127.7167200792967,253.76125271451008,1220.0864455608673,8.897945773216986,12.813287248282597,27.730878211712024,0.0024124467244331965,0.0019077953329135718,0.00610111288321037,0.039569116932938186,0.035537999899253464,0.06298030302151447
5,88,0.005,10,10,10,5,32,True,False,3,3,True,0.13474991917610168,0.013474991917610169,0.05200863108038902,30.0,147.96274246808744,338.14672453082613,599.6484909286544,9.377019181566231,14.103038682608771,19.192962322433466,0.0031719884688203724,0.0025422113738762827,0.002998576983387981,0.044990748945143204,0.03911516050253964,0.04358962502806157
6,19,0.005,24,5,5,5,32,True,False,3,3,True,0.026179350446909666,0.005235870089381933,0.008304070681333542,43.0,128.95655713316756,361.92826280427533,2346.8892618561513,8.283750493039365,14.207578952833156,39.873056573977415,0.002435866060895835,0.002721002687531386,0.011735755579512596,0.03683779382978329,0.039405105778932324,0.09055671321517991
7,200,0.005,10,5,5,32,32,True,False,3,3,True,0.06002598209306598,0.012005196418613195,0.009792674332857132,54.0,49.118600912946874,394.12773610168443,1152.1011059479333,5.881453791835851,14.221840711571705,27.47511575633082,0.0010529923486249314,0.0029630806416002173,0.005761148257842182,0.028219096693449408,0.03944466115381722,0.06239943440211994
8,216,0.005,10,5,5,32,32,True,False,3,3,True,0.06002598209306598,0.012005196418613195,0.009792674332857132,54.0,49.118600912946874,394.12773610168443,1152.1011059479333,5.881453791835851,14.221840711571705,27.47511575633082,0.0010529923486249314,0.0029630806416002173,0.005761148257842182,0.028219096693449408,0.03944466115381722,0.06239943440211994
9,156,0.001,10,10,10,32,64,True,False,3,3,True,0.147228192538023,0.0147228192538023,0.04864131957292557,35.0,146.41081506184878,391.116102526036,559.9105555390961,9.386636606852216,14.418154102110384,18.485768519977302,0.0031387186351114096,0.0029404389639657996,0.0027998651376498996,0.045036893157729546,0.03998914166986284,0.04198349919123844
10,204,0.005,10,5,5,10,32,True,False,3,3,True,0.04900009743869305,0.00980001948773861,0.02507513463497162,38.0,91.29804497188941,416.0170562693906,2613.339873617533,7.71367003457588,14.61721237007229,36.49888556469446,0.0019572247786576206,0.0031276461235636224,0.013068157284384705,0.03701003327939351,0.04054123517792994,0.0828935475920552
